formula,h,log10_h,abs_error,log10_abs_error
Forward O(h),1.5848931924611109e-16,-15.8,0.17707919049211462,-0.751832472042248
Forward O(h),1.995262314968883e-16,-15.7,0.04293815225859632,-1.3671566483292397
Forward O(h),2.511886431509582e-16,-15.6,0.21460094136507313,-0.6683683772966287
Forward O(h),3.1622776601683793e-16,-15.5,0.00012580525380245788,-3.900301221770143
Forward O(h),3.981071705534986e-16,-15.399999999999999,0.09848139113653398,-1.0066458252407013
Forward O(h),5.011872336272715e-16,-15.3,0.11925121112003245,-0.9235372015534581
Forward O(h),6.309573444801943e-16,-15.2,0.0022098950306246312,-2.6556283546873662
Forward O(h),7.943282347242821e-16,-15.1,0.03896977481461883,-1.409272103754423
Forward O(h),1e-15,-15.0,0.010595857809752363,-1.974863878314998
Forward O(h),1.2589254117941714e-15,-14.899999999999999,0.03979514135466011,-1.400169948319953
Forward O(h),1.584893192461111e-15,-14.8,0.036978516212463064,-1.432050519181928
Forward O(h),1.995262314968883e-15,-14.7,0.01270480838352206,-1.8960318806810312
Forward O(h),2.511886431509582e-15,-14.6,0.006392932143360119,-2.194299905283117
Forward O(h),3.1622776601683794e-15,-14.5,0.01742836208908105,-1.758743425804432
Forward O(h),3.981071705534985e-15,-14.399999999999999,0.0008749958338434283,-3.057994014798392
Forward O(h),5.0118723362727146e-15,-14.3,0.002584027803461564,-2.587702817757072
Forward O(h),6.309573444801943e-15,-14.2,0.0022098950306246312,-2.6556283546873662
Forward O(h),7.943282347242822e-15,-14.1,0.0029608645391688837,-2.5285814613162714
Forward O(h),1e-14,-14.0,0.0005063724364990918,-3.295529942410413
Forward O(h),1.2589254117941714e-14,-13.899999999999999,0.004519881542630055,-2.3448729470594682
Forward O(h),1.584893192461111e-14,-13.8,0.0015491692144411484,-2.809901142031409
Forward O(h),1.9952623149688828e-14,-13.7,0.001576216255098406,-2.8023841980438764
Forward O(h),2.5118864315095823e-14,-13.6,0.000236884061892928,-3.6254641586305763
Forward O(h),3.1622776601683796e-14,-13.5,0.00012580525380245788,-3.900301221770143
Forward O(h),3.981071705534986e-14,-13.399999999999999,0.0008749958338433173,-3.0579940147984472
Forward O(h),5.0118723362727144e-14,-13.3,0.0014764347223388263,-2.8307857497518953
Forward O(h),6.309573444801943e-14,-13.2,0.00042948234013828746,-3.3670546891975195
Forward O(h),7.943282347242822e-14,-13.1,0.0005333554069801849,-3.2729832978175266
Forward O(h),1e-13,-13.0,4.8739075813486465e-05,-4.31212271013095
Forward O(h),1.2589254117941713e-13,-12.899999999999999,0.00011047406612629818,-3.956739660984585
Forward O(h),1.584893192461111e-13,-12.8,0.0001481624716446195,-3.8292617857062416
Forward O(h),1.9952623149688827e-13,-12.7,9.307256416513088e-05,-4.031178321034742
Forward O(h),2.511886431509582e-13,-12.6,0.00020510368512394184,-3.6880265365374583
Forward O(h),3.162277660168379e-13,-12.5,4.973641962635611e-05,-4.303325481480295
Forward O(h),3.9810717055349854e-13,-12.399999999999999,3.83695883917623e-05,-4.416012859653525
Forward O(h),5.011872336272715e-13,-12.3,3.656371687943416e-05,-4.4369496625503855
Forward O(h),6.309573444801942e-13,-12.2,1.0413888322235998e-05,-4.982387083977084
Forward O(h),7.943282347242822e-13,-12.1,2.5719784403688273e-05,-4.589732676209749
Forward O(h),1e-12,-12.0,6.7720754177713616e-06,-5.169278213980179
Forward O(h),1.258925411794166e-12,-11.9,2.2285916592590382e-05,-4.651969499207692
Forward O(h),1.5848931924611175e-12,-11.799999999999999,2.6963371208554854e-05,-4.569225809253132
Forward O(h),1.9952623149688827e-12,-11.7,1.8213357119156726e-05,-4.7396099968767995
Forward O(h),2.5118864315095823e-12,-11.6,6.20919896632266e-06,-5.206964423486027
Forward O(h),3.1622776601683794e-12,-11.5,1.4628084940571107e-05,-4.834812526518692
Forward O(h),3.9810717055349695e-12,-11.4,3.461723877329348e-06,-5.460707576360881
Forward O(h),5.011872336272735e-12,-11.299999999999999,3.3359244492325857e-06,-5.476783793661678
Forward O(h),6.309573444801943e-12,-11.2,1.6159637530321902e-06,-5.79156838491951
Forward O(h),7.943282347242821e-12,-11.1,4.754464726808294e-06,-5.3228983702678665
Forward O(h),1e-11,-11.0,1.2209602946455789e-06,-5.9132984589844435
Forward O(h),1.2589254117941662e-11,-10.9,2.3887921007936797e-07,-6.621821645732323
Forward O(h),1.5848931924611175e-11,-10.799999999999999,2.445753209623369e-06,-5.611587367866412
Forward O(h),1.9952623149688828e-11,-10.7,1.2616791056352383e-06,-5.899051089127601
Forward O(h),2.5118864315095823e-11,-10.6,1.7893214960817971e-06,-5.747311620623198
Forward O(h),3.1622776601683794e-11,-10.5,1.1706656679599803e-06,-5.931567117986441
Forward O(h),3.9810717055349857e-11,-10.399999999999999,6.729697293872405e-07,-6.172004470182779
Forward O(h),5.011872336272735e-11,-10.299999999999999,1.1207382869526938e-06,-5.950495791332028
Forward O(h),6.309573444801942e-11,-10.2,1.4362116085298027e-07,-6.842781567303835
Forward O(h),7.943282347242822e-11,-10.1,1.3744319782293957e-07,-6.861876748880263
Forward O(h),1e-10,-10.0,1.1073727002042233e-07,-6.955706187250675
Forward O(h),1.2589254117941713e-10,-9.899999999999999,2.3887921374310395e-07,-6.621821639071467
Forward O(h),1.5848931924611173e-10,-9.799999999999999,6.008590403006053e-09,-8.221227400209967
Forward O(h),1.9952623149688828e-10,-9.7,1.2939491045305118e-07,-6.888082805627328
Forward O(h),2.511886431509582e-10,-9.6,2.137050814088326e-08,-7.670185151202428
Forward O(h),3.1622776601683795e-10,-9.5,2.3366771950694698e-07,-6.63140127994119
Forward O(h),3.9810717055349854e-10,-9.399999999999999,2.4218808514220314e-08,-7.615847226528546
Forward O(h),5.011872336272735e-10,-9.299999999999999,1.314520592377022e-08,-7.881232606145172
Forward O(h),6.309573444801942e-10,-9.2,3.233733059104793e-08,-7.490295833453314
Forward O(h),7.943282347242822e-10,-9.1,2.3256000458715675e-09,-8.633464972671337
Forward O(h),1e-09,-9.0,5.52261187891645e-08,-7.257855477284704
Forward O(h),1.2589254117941712e-09,-8.899999999999999,1.8408839785877262e-08,-7.734973581972319
Forward O(h),1.5848931924611173e-09,-8.799999999999999,6.008590403006053e-09,-8.221227400209967
Forward O(h),1.9952623149688828e-09,-8.7,9.712491144675539e-09,-8.012669364157084
Forward O(h),2.511886431509582e-09,-8.6,2.137050814088326e-08,-7.670185151202428
Forward O(h),3.1622776601683795e-09,-8.5,5.463543950590122e-09,-8.262525558961977
Forward O(h),3.9810717055349855e-09,-8.399999999999999,3.668732984074552e-09,-8.435483895701916
Forward O(h),5.011872336272735e-09,-8.299999999999999,2.0692751956374877e-09,-8.684181748097359
