sweep,system_E,demon_E,magnetization,M2,acceptance
1415,-20.0,0.0,-2,4,0.82
1416,-24.0,4.0,-10,100,0.82
1417,-28.0,8.0,-14,196,0.88
1418,-24.0,4.0,-10,100,0.7
1419,-20.0,0.0,6,36,0.66
1420,-28.0,8.0,6,36,0.74
1421,-20.0,0.0,4,16,0.79
1422,-28.0,8.0,-2,4,0.85
1423,-24.0,4.0,-18,324,0.8
1424,-20.0,0.0,-8,64,0.81
1425,-24.0,4.0,22,484,0.85
1426,-20.0,0.0,18,324,0.78
1427,-20.0,0.0,0,0,0.63
1428,-20.0,0.0,-8,64,0.74
1429,-24.0,4.0,-30,900,0.77
1430,-20.0,0.0,-16,256,0.71
1431,-20.0,0.0,-2,4,0.71
1432,-20.0,0.0,14,196,0.8
1433,-24.0,4.0,-6,36,0.76
1434,-24.0,4.0,2,4,0.84
1435,-20.0,0.0,12,144,0.81
1436,-20.0,0.0,2,4,0.77
1437,-24.0,4.0,14,196,0.68
1438,-20.0,0.0,-6,36,0.72
1439,-24.0,4.0,-8,64,0.77
1440,-20.0,0.0,4,16,0.84
1441,-20.0,0.0,0,0,0.7
1442,-20.0,0.0,30,900,0.77
1443,-20.0,0.0,-8,64,0.73
1444,-20.0,0.0,-6,36,0.81
1445,-20.0,0.0,10,100,0.82
1446,-20.0,0.0,12,144,0.83
1447,-20.0,0.0,6,36,0.81
1448,-20.0,0.0,-10,100,0.78
1449,-28.0,8.0,12,144,0.83
1450,-28.0,8.0,-12,144,0.82
1451,-20.0,0.0,6,36,0.81
1452,-20.0,0.0,-10,100,0.84
1453,-20.0,0.0,-12,144,0.83
1454,-20.0,0.0,-10,100,0.83
1455,-24.0,4.0,-8,64,0.75
1456,-28.0,8.0,-28,784,0.72
1457,-32.0,12.0,-4,16,0.72
1458,-20.0,0.0,0,0,0.68
1459,-20.0,0.0,10,100,0.83
1460,-20.0,0.0,6,36,0.68
1461,-20.0,0.0,10,100,0.76
1462,-20.0,0.0,22,484,0.82
1463,-28.0,8.0,26,676,0.8
1464,-24.0,4.0,-8,64,0.83
1465,-20.0,0.0,4,16,0.74
1466,-20.0,0.0,18,324,0.93
1467,-24.0,4.0,12,144,0.71
1468,-24.0,4.0,8,64,0.8
1469,-20.0,0.0,-2,4,0.83
1470,-20.0,0.0,-2,4,0.68
1471,-40.0,20.0,-22,484,0.74
1472,-28.0,8.0,-2,4,0.72
1473,-24.0,4.0,-4,16,0.73
1474,-24.0,4.0,10,100,0.89
1475,-20.0,0.0,-8,64,0.83
1476,-24.0,4.0,-18,324,0.71
1477,-24.0,4.0,-14,196,0.74
1478,-24.0,4.0,4,16,0.73
1479,-20.0,0.0,-6,36,0.73
1480,-24.0,4.0,8,64,0.71
1481,-28.0,8.0,6,36,0.75
1482,-24.0,4.0,-2,4,0.88
1483,-20.0,0.0,-8,64,0.75
1484,-20.0,0.0,-14,196,0.71
1485,-20.0,0.0,18,324,0.74
1486,-20.0,0.0,0,0,0.73
1487,-24.0,4.0,14,196,0.81
1488,-20.0,0.0,22,484,0.66
1489,-20.0,0.0,30,900,0.68
1490,-20.0,0.0,-4,16,0.77
1491,-20.0,0.0,2,4,0.73
1492,-28.0,8.0,-10,100,0.84
1493,-24.0,4.0,0,0,0.79
1494,-28.0,8.0,-22,484,0.83
1495,-24.0,4.0,-4,16,0.79
1496,-28.0,8.0,18,324,0.71
1497,-28.0,8.0,2,4,0.68
1498,-24.0,4.0,-2,4,0.88
1499,-24.0,4.0,-8,64,0.83
1500,-20.0,0.0,-6,36,0.71
1501,-20.0,0.0,-10,100,0.72
1502,-24.0,4.0,6,36,0.78
1503,-24.0,4.0,14,196,0.84
1504,-20.0,0.0,-2,4,0.82
1505,-28.0,8.0,18,324,0.72
1506,-28.0,8.0,-24,576,0.71
1507,-20.0,0.0,4,16,0.84
1508,-20.0,0.0,6,36,0.81
1509,-24.0,4.0,-22,484,0.66
1510,-20.0,0.0,-24,576,0.85
1511,-28.0,8.0,-10,100,0.81
1512,-20.0,0.0,-18,324,0.8
1513,-24.0,4.0,2,4,0.8
1514,-24.0,4.0,-4,16,0.73
1515,-28.0,8.0,8,64,0.78
1516,-28.0,8.0,12,144,0.82
1517,-20.0,0.0,10,100,0.79
1518,-20.0,0.0,0,0,0.75
1519,-24.0,4.0,8,64,0.68
1520,-20.0,0.0,2,4,0.81
1521,-20.0,0.0,8,64,0.73
1522,-24.0,4.0,-2,4,0.71
1523,-32.0,12.0,-4,16,0.79
1524,-24.0,4.0,-4,16,0.86
1525,-24.0,4.0,-10,100,0.75
1526,-20.0,0.0,-20,400,0.79
1527,-20.0,0.0,-2,4,0.75
1528,-20.0,0.0,4,16,0.79
1529,-20.0,0.0,2,4,0.73
1530,-20.0,0.0,-4,16,0.77
1531,-24.0,4.0,-18,324,0.83
1532,-28.0,8.0,-2,4,0.84
1533,-20.0,0.0,2,4,0.78
1534,-20.0,0.0,-6,36,0.76
1535,-20.0,0.0,-10,100,0.76
1536,-20.0,0.0,-16,256,0.67
1537,-24.0,4.0,2,4,0.87
1538,-20.0,0.0,4,16,0.71
1539,-20.0,0.0,0,0,0.8
1540,-20.0,0.0,-20,400,0.72
1541,-20.0,0.0,-4,16,0.82
1542,-20.0,0.0,-4,16,0.78
1543,-24.0,4.0,4,16,0.86
1544,-20.0,0.0,-4,16,0.74
1545,-20.0,0.0,2,4,0.81
1546,-20.0,0.0,-2,4,0.72
1547,-20.0,0.0,2,4,0.78
1548,-20.0,0.0,-4,16,0.75
1549,-20.0,0.0,4,16,0.74
1550,-20.0,0.0,-8,64,0.72
1551,-20.0,0.0,-16,256,0.7
1552,-20.0,0.0,-6,36,0.77
1553,-20.0,0.0,-10,100,0.64
1554,-20.0,0.0,2,4,0.8
1555,-20.0,0.0,-18,324,0.82
1556,-24.0,4.0,-22,484,0.74
1557,-20.0,0.0,4,16,0.79
1558,-20.0,0.0,0,0,0.84
1559,-36.0,16.0,16,256,0.74
1560,-28.0,8.0,14,196,0.83
1561,-20.0,0.0,-8,64,0.79
1562,-20.0,0.0,-10,100,0.79
1563,-20.0,0.0,-2,4,0.7
1564,-20.0,0.0,14,196,0.7
1565,-20.0,0.0,4,16,0.79
1566,-20.0,0.0,-4,16,0.78
1567,-20.0,0.0,2,4,0.75
1568,-20.0,0.0,-4,16,0.75
1569,-20.0,0.0,0,0,0.82
1570,-24.0,4.0,6,36,0.85
1571,-20.0,0.0,16,256,0.87
1572,-20.0,0.0,2,4,0.69
1573,-20.0,0.0,4,16,0.81
1574,-24.0,4.0,4,16,0.92
1575,-20.0,0.0,-14,196,0.75
1576,-28.0,8.0,-8,64,0.69
1577,-24.0,4.0,-14,196,0.73
1578,-20.0,0.0,-20,400,0.79
1579,-32.0,12.0,-12,144,0.66
1580,-20.0,0.0,-8,64,0.8
1581,-24.0,4.0,-22,484,0.75
1582,-24.0,4.0,-24,576,0.75
1583,-24.0,4.0,-4,16,0.8
1584,-28.0,8.0,0,0,0.76
1585,-20.0,0.0,-8,64,0.84
1586,-28.0,8.0,10,100,0.85
1587,-20.0,0.0,2,4,0.88
1588,-20.0,0.0,10,100,0.62
1589,-20.0,0.0,18,324,0.82
1590,-20.0,0.0,2,4,0.8
1591,-24.0,4.0,0,0,0.75
1592,-24.0,4.0,0,0,0.84
1593,-20.0,0.0,-20,400,0.76
1594,-24.0,4.0,-28,784,0.78
1595,-24.0,4.0,-18,324,0.79
1596,-20.0,0.0,-18,324,0.84
1597,-20.0,0.0,0,0,0.81
1598,-20.0,0.0,16,256,0.92
1599,-20.0,0.0,10,100,0.83
1600,-20.0,0.0,10,100,0.82
1601,-24.0,4.0,4,16,0.85
1602,-20.0,0.0,8,64,0.68
1603,-20.0,0.0,-4,16,0.82
1604,-20.0,0.0,14,196,0.75
1605,-24.0,4.0,16,256,0.85
1606,-28.0,8.0,-10,100,0.77
1607,-20.0,0.0,-6,36,0.76
1608,-20.0,0.0,-4,16,0.73
1609,-24.0,4.0,-12,144,0.72
1610,-24.0,4.0,-8,64,0.78
1611,-24.0,4.0,-8,64,0.78
1612,-24.0,4.0,-12,144,0.76
1613,-36.0,16.0,-4,16,0.82
1614,-28.0,8.0,4,16,0.88
1615,-20.0,0.0,-14,196,0.83
1616,-20.0,0.0,20,400,0.79
1617,-20.0,0.0,18,324,0.81
1618,-20.0,0.0,20,400,0.75
1619,-20.0,0.0,-20,400,0.72
1620,-24.0,4.0,-22,484,0.83
1621,-20.0,0.0,4,16,0.81
1622,-20.0,0.0,8,64,0.74
1623,-20.0,0.0,-2,4,0.77
1624,-20.0,0.0,0,0,0.67
1625,-20.0,0.0,-10,100,0.79
1626,-20.0,0.0,-16,256,0.71
1627,-20.0,0.0,-24,576,0.84
1628,-20.0,0.0,-6,36,0.75
1629,-20.0,0.0,-26,676,0.78
1630,-28.0,8.0,-2,4,0.76
1631,-24.0,4.0,0,0,0.71
1632,-20.0,0.0,-16,256,0.82
1633,-20.0,0.0,-4,16,0.74
1634,-20.0,0.0,-10,100,0.61
1635,-28.0,8.0,-2,4,0.62
1636,-24.0,4.0,-10,100,0.82
1637,-24.0,4.0,-10,100,0.68
1638,-20.0,0.0,-8,64,0.79
1639,-20.0,0.0,-10,100,0.87
1640,-20.0,0.0,6,36,0.78
1641,-20.0,0.0,-14,196,0.64
1642,-20.0,0.0,6,36,0.78
1643,-20.0,0.0,20,400,0.73
1644,-20.0,0.0,14,196,0.83
1645,-24.0,4.0,-4,16,0.75
1646,-20.0,0.0,-8,64,0.66
1647,-24.0,4.0,-2,4,0.89
1648,-20.0,0.0,4,16,0.77
1649,-20.0,0.0,18,324,0.71
1650,-20.0,0.0,6,36,0.84
1651,-20.0,0.0,10,100,0.78
1652,-20.0,0.0,6,36,0.72
1653,-24.0,4.0,0,0,0.77
1654,-20.0,0.0,8,64,0.78
1655,-20.0,0.0,6,36,0.91
1656,-20.0,0.0,-24,576,0.75
1657,-20.0,0.0,-12,144,0.8
1658,-20.0,0.0,-2,4,0.79
1659,-20.0,0.0,-2,4,0.7
1660,-32.0,12.0,6,36,0.86
1661,-20.0,0.0,16,256,0.83
1662,-20.0,0.0,20,400,0.64
1663,-24.0,4.0,2,4,0.87
1664,-24.0,4.0,0,0,0.79
1665,-32.0,12.0,4,16,0.8
1666,-20.0,0.0,-22,484,0.85
1667,-20.0,0.0,-24,576,0.71
1668,-20.0,0.0,-14,196,0.71
1669,-20.0,0.0,14,196,0.78
1670,-28.0,8.0,24,576,0.77
1671,-24.0,4.0,4,16,0.9
1672,-24.0,4.0,2,4,0.73
1673,-24.0,4.0,-14,196,0.8
1674,-24.0,4.0,4,16,0.75
1675,-20.0,0.0,14,196,0.71
1676,-20.0,0.0,0,0,0.75
1677,-20.0,0.0,0,0,0.76
1678,-24.0,4.0,12,144,0.82
1679,-24.0,4.0,-2,4,0.81
1680,-28.0,8.0,-4,16,0.79
1681,-20.0,0.0,-22,484,0.79
1682,-20.0,0.0,-20,400,0.73
1683,-20.0,0.0,-6,36,0.81
1684,-20.0,0.0,16,256,0.71
1685,-24.0,4.0,6,36,0.77
1686,-20.0,0.0,14,196,0.76
1687,-20.0,0.0,2,4,0.72
1688,-32.0,12.0,10,100,0.76
1689,-20.0,0.0,-8,64,0.87
1690,-24.0,4.0,-10,100,0.75
1691,-20.0,0.0,4,16,0.75
1692,-20.0,0.0,-16,256,0.84
1693,-20.0,0.0,-12,144,0.7
1694,-20.0,0.0,-12,144,0.82
1695,-20.0,0.0,-30,900,0.77
1696,-28.0,8.0,-36,1296,0.89
1697,-20.0,0.0,-10,100,0.81
1698,-24.0,4.0,4,16,0.77
1699,-24.0,4.0,22,484,0.73
1700,-24.0,4.0,-10,100,0.88
1701,-32.0,12.0,8,64,0.77
1702,-28.0,8.0,4,16,0.76
1703,-20.0,0.0,-2,4,0.83
1704,-20.0,0.0,2,4,0.78
1705,-20.0,0.0,-4,16,0.89
1706,-24.0,4.0,-14,196,0.67
1707,-20.0,0.0,12,144,0.93
1708,-28.0,8.0,22,484,0.67
1709,-24.0,4.0,6,36,0.76
1710,-20.0,0.0,2,4,0.84
1711,-28.0,8.0,4,16,0.89
1712,-20.0,0.0,-4,16,0.72
1713,-24.0,4.0,-18,324,0.73
1714,-20.0,0.0,14,196,0.76
1715,-20.0,0.0,-4,16,0.79
1716,-20.0,0.0,4,16,0.8
1717,-20.0,0.0,22,484,0.79
1718,-20.0,0.0,18,324,0.7
1719,-24.0,4.0,18,324,0.78
1720,-24.0,4.0,20,400,0.81
1721,-20.0,0.0,32,1024,0.7
1722,-24.0,4.0,6,36,0.75
1723,-20.0,0.0,-10,100,0.76
1724,-20.0,0.0,-8,64,0.79
1725,-20.0,0.0,-6,36,0.85
1726,-20.0,0.0,8,64,0.75
1727,-20.0,0.0,4,16,0.72
1728,-20.0,0.0,8,64,0.74
1729,-24.0,4.0,10,100,0.81
1730,-20.0,0.0,14,196,0.62
1731,-20.0,0.0,-14,196,0.8
1732,-20.0,0.0,-6,36,0.8
1733,-24.0,4.0,12,144,0.83
1734,-20.0,0.0,0,0,0.78
1735,-20.0,0.0,14,196,0.69
1736,-28.0,8.0,-20,400,0.77
1737,-20.0,0.0,2,4,0.75
1738,-24.0,4.0,-12,144,0.79
1739,-20.0,0.0,-10,100,0.81
1740,-32.0,12.0,-22,484,0.84
1741,-24.0,4.0,6,36,0.8
1742,-24.0,4.0,-6,36,0.74
1743,-20.0,0.0,-18,324,0.78
1744,-20.0,0.0,-14,196,0.74
1745,-20.0,0.0,-2,4,0.78
1746,-20.0,0.0,-6,36,0.82
1747,-24.0,4.0,-24,576,0.83
1748,-20.0,0.0,-16,256,0.8
1749,-24.0,4.0,-24,576,0.78
1750,-20.0,0.0,-4,16,0.76
1751,-24.0,4.0,-6,36,0.77
1752,-20.0,0.0,-4,16,0.81
1753,-24.0,4.0,-10,100,0.73
1754,-24.0,4.0,-2,4,0.74
1755,-20.0,0.0,-10,100,0.9
1756,-20.0,0.0,10,100,0.7
1757,-20.0,0.0,18,324,0.82
1758,-24.0,4.0,6,36,0.86
1759,-20.0,0.0,-14,196,0.78
1760,-24.0,4.0,20,400,0.83
1761,-20.0,0.0,8,64,0.7
1762,-20.0,0.0,-14,196,0.65
1763,-20.0,0.0,-22,484,0.84
1764,-24.0,4.0,-2,4,0.72
1765,-20.0,0.0,0,0,0.79
1766,-20.0,0.0,2,4,0.85
1767,-20.0,0.0,-10,100,0.64
1768,-24.0,4.0,2,4,0.82
1769,-24.0,4.0,4,16,0.79
1770,-20.0,0.0,6,36,0.73
1771,-20.0,0.0,0,0,0.73
1772,-20.0,0.0,-8,64,0.78
1773,-20.0,0.0,-20,400,0.68
1774,-20.0,0.0,-4,16,0.74
1775,-24.0,4.0,-14,196,0.83
1776,-20.0,0.0,-18,324,0.8
1777,-28.0,8.0,0,0,0.79
1778,-24.0,4.0,-2,4,0.77
1779,-24.0,4.0,24,576,0.81
1780,-20.0,0.0,10,100,0.89
1781,-20.0,0.0,14,196,0.76
1782,-20.0,0.0,2,4,0.9
1783,-24.0,4.0,0,0,0.69
1784,-20.0,0.0,14,196,0.83
1785,-20.0,0.0,-4,16,0.83
1786,-24.0,4.0,-6,36,0.69
1787,-20.0,0.0,-2,4,0.9
1788,-20.0,0.0,14,196,0.9
1789,-20.0,0.0,6,36,0.6
1790,-20.0,0.0,6,36,0.82
1791,-20.0,0.0,-20,400,0.65
1792,-32.0,12.0,-6,36,0.75
1793,-20.0,0.0,2,4,0.76
1794,-28.0,8.0,-14,196,0.78
1795,-20.0,0.0,0,0,0.69
1796,-24.0,4.0,8,64,0.84
1797,-20.0,0.0,-8,64,0.8
1798,-24.0,4.0,-24,576,0.62
1799,-20.0,0.0,12,144,0.68
1800,-20.0,0.0,-2,4,0.91
1801,-20.0,0.0,-16,256,0.85
1802,-20.0,0.0,20,400,0.78
1803,-20.0,0.0,10,100,0.83
1804,-20.0,0.0,6,36,0.7
1805,-24.0,4.0,12,144,0.79
1806,-24.0,4.0,18,324,0.67
1807,-20.0,0.0,16,256,0.83
1808,-20.0,0.0,14,196,0.71
1809,-20.0,0.0,12,144,0.85
1810,-20.0,0.0,6,36,0.69
1811,-20.0,0.0,2,4,0.76
1812,-20.0,0.0,-4,16,0.75
1813,-24.0,4.0,6,36,0.83
1814,-20.0,0.0,-2,4,0.78
1815,-32.0,12.0,16,256,0.73
1816,-20.0,0.0,-10,100,0.81
1817,-20.0,0.0,26,676,0.76
1818,-20.0,0.0,28,784,0.79
1819,-20.0,0.0,28,784,0.84
1820,-20.0,0.0,24,576,0.66
1821,-24.0,4.0,16,256,0.82
1822,-24.0,4.0,0,0,0.88
1823,-24.0,4.0,-14,196,0.77
1824,-24.0,4.0,4,16,0.81
1825,-24.0,4.0,16,256,0.8
1826,-20.0,0.0,22,484,0.73
1827,-20.0,0.0,12,144,0.63
1828,-20.0,0.0,24,576,0.7
1829,-20.0,0.0,-8,64,0.78
1830,-20.0,0.0,-32,1024,0.86
1831,-24.0,4.0,-14,196,0.73
1832,-24.0,4.0,-12,144,0.73
1833,-20.0,0.0,12,144,0.82
1834,-24.0,4.0,16,256,0.68
1835,-20.0,0.0,18,324,0.73
1836,-20.0,0.0,2,4,0.78
1837,-20.0,0.0,12,144,0.81
1838,-24.0,4.0,8,64,0.78
1839,-24.0,4.0,12,144,0.78
1840,-24.0,4.0,10,100,0.85
1841,-20.0,0.0,-8,64,0.77
1842,-20.0,0.0,-2,4,0.75
1843,-20.0,0.0,4,16,0.65
1844,-24.0,4.0,22,484,0.83
1845,-20.0,0.0,14,196,0.74
1846,-24.0,4.0,2,4,0.68
1847,-20.0,0.0,8,64,0.77
1848,-20.0,0.0,2,4,0.75
1849,-20.0,0.0,-16,256,0.71
1850,-20.0,0.0,-6,36,0.73
1851,-24.0,4.0,-6,36,0.78
1852,-20.0,0.0,2,4,0.88
1853,-20.0,0.0,-8,64,0.87
1854,-20.0,0.0,-6,36,0.71
1855,-28.0,8.0,-18,324,0.86
1856,-24.0,4.0,-16,256,0.81
1857,-20.0,0.0,-24,576,0.76
1858,-20.0,0.0,-8,64,0.82
1859,-24.0,4.0,2,4,0.85
1860,-20.0,0.0,16,256,0.73
1861,-20.0,0.0,-4,16,0.84
1862,-20.0,0.0,8,64,0.82
1863,-24.0,4.0,6,36,0.89
1864,-20.0,0.0,8,64,0.81
1865,-24.0,4.0,16,256,0.72
1866,-28.0,8.0,12,144,0.74
1867,-20.0,0.0,8,64,0.82
1868,-20.0,0.0,4,16,0.7
1869,-20.0,0.0,-10,100,0.83
1870,-24.0,4.0,-20,400,0.83
1871,-20.0,0.0,-14,196,0.83
1872,-20.0,0.0,-6,36,0.86
1873,-20.0,0.0,-12,144,0.77
1874,-20.0,0.0,-20,400,0.74
1875,-20.0,0.0,14,196,0.67
1876,-24.0,4.0,16,256,0.73
1877,-20.0,0.0,10,100,0.83
1878,-20.0,0.0,2,4,0.72
1879,-20.0,0.0,-14,196,0.76
1880,-24.0,4.0,-10,100,0.78
1881,-20.0,0.0,12,144,0.81
1882,-24.0,4.0,-22,484,0.85
1883,-20.0,0.0,-2,4,0.8
1884,-20.0,0.0,-12,144,0.79
1885,-24.0,4.0,-22,484,0.71
1886,-20.0,0.0,4,16,0.73
1887,-20.0,0.0,4,16,0.8
1888,-20.0,0.0,-8,64,0.74
1889,-24.0,4.0,-12,144,0.8
1890,-28.0,8.0,-8,64,0.8
1891,-20.0,0.0,-18,324,0.83
1892,-24.0,4.0,12,144,0.85
1893,-20.0,0.0,22,484,0.69
1894,-20.0,0.0,22,484,0.82
1895,-20.0,0.0,26,676,0.8
1896,-20.0,0.0,-20,400,0.79
1897,-28.0,8.0,-18,324,0.81
1898,-20.0,0.0,-28,784,0.81
1899,-32.0,12.0,-12,144,0.76
1900,-24.0,4.0,2,4,0.89
1901,-28.0,8.0,0,0,0.75
1902,-28.0,8.0,12,144,0.82
1903,-20.0,0.0,8,64,0.84
1904,-20.0,0.0,4,16,0.82
1905,-24.0,4.0,12,144,0.76
1906,-20.0,0.0,22,484,0.81
1907,-20.0,0.0,28,784,0.75
1908,-20.0,0.0,6,36,0.75
1909,-28.0,8.0,-2,4,0.8
1910,-20.0,0.0,-6,36,0.94
1911,-20.0,0.0,-4,16,0.75
1912,-20.0,0.0,4,16,0.78
1913,-20.0,0.0,4,16,0.72
1914,-24.0,4.0,0,0,0.76
1915,-20.0,0.0,18,324,0.75
1916,-24.0,4.0,4,16,0.69
1917,-20.0,0.0,-8,64,0.8
1918,-20.0,0.0,8,64,0.82
1919,-20.0,0.0,6,36,0.81
1920,-20.0,0.0,10,100,0.82
1921,-20.0,0.0,6,36,0.82
1922,-28.0,8.0,24,576,0.75
1923,-20.0,0.0,-6,36,0.73
1924,-20.0,0.0,6,36,0.82
1925,-24.0,4.0,-8,64,0.71
1926,-20.0,0.0,12,144,0.78
1927,-32.0,12.0,28,784,0.82
1928,-20.0,0.0,4,16,0.7
1929,-20.0,0.0,12,144,0.8
1930,-28.0,8.0,14,196,0.79
1931,-20.0,0.0,4,16,0.81
1932,-24.0,4.0,-8,64,0.72
1933,-20.0,0.0,2,4,0.75
1934,-20.0,0.0,-28,784,0.79
1935,-24.0,4.0,-4,16,0.74
1936,-28.0,8.0,-24,576,0.9
1937,-24.0,4.0,-4,16,0.78
1938,-28.0,8.0,-10,100,0.85
1939,-24.0,4.0,-2,4,0.82
1940,-20.0,0.0,-4,16,0.81
1941,-24.0,4.0,2,4,0.65
1942,-20.0,0.0,0,0,0.73
1943,-24.0,4.0,12,144,0.76
1944,-24.0,4.0,-8,64,0.84
1945,-20.0,0.0,-4,16,0.8
1946,-24.0,4.0,-10,100,0.91
1947,-20.0,0.0,-2,4,0.8
1948,-20.0,0.0,-12,144,0.75
1949,-20.0,0.0,0,0,0.72
1950,-20.0,0.0,6,36,0.71
1951,-20.0,0.0,12,144,0.81
1952,-32.0,12.0,0,0,0.86
1953,-20.0,0.0,-4,16,0.86
1954,-24.0,4.0,-14,196,0.77
1955,-20.0,0.0,-18,324,0.84
1956,-28.0,8.0,-2,4,0.8
1957,-24.0,4.0,-4,16,0.73
1958,-20.0,0.0,2,4,0.71
1959,-20.0,0.0,0,0,0.73
1960,-24.0,4.0,-8,64,0.76
1961,-20.0,0.0,22,484,0.73
1962,-28.0,8.0,0,0,0.79
1963,-20.0,0.0,-2,4,0.77
1964,-32.0,12.0,24,576,0.75
1965,-20.0,0.0,8,64,0.84
1966,-24.0,4.0,2,4,0.85
1967,-24.0,4.0,14,196,0.8
1968,-20.0,0.0,6,36,0.64
1969,-24.0,4.0,12,144,0.77
1970,-20.0,0.0,-2,4,0.81
1971,-24.0,4.0,10,100,0.86
1972,-32.0,12.0,24,576,0.79
1973,-20.0,0.0,14,196,0.79
1974,-24.0,4.0,-4,16,0.79
1975,-20.0,0.0,-28,784,0.72
1976,-20.0,0.0,-8,64,0.74
1977,-20.0,0.0,0,0,0.74
1978,-28.0,8.0,10,100,0.73
1979,-20.0,0.0,4,16,0.79
1980,-24.0,4.0,2,4,0.85
1981,-20.0,0.0,2,4,0.78
1982,-24.0,4.0,-8,64,0.91
1983,-24.0,4.0,0,0,0.84
1984,-28.0,8.0,-22,484,0.73
1985,-20.0,0.0,0,0,0.73
1986,-20.0,0.0,14,196,0.75
1987,-20.0,0.0,2,4,0.76
1988,-32.0,12.0,10,100,0.74
1989,-20.0,0.0,-8,64,0.75
1990,-20.0,0.0,-12,144,0.84
