sweep,system_E,demon_E,magnetization,M2,acceptance
3328,-20.0,0.0,22,484,0.74
3329,-32.0,12.0,14,196,0.82
3330,-20.0,0.0,6,36,0.78
3331,-20.0,0.0,-12,144,0.83
3332,-20.0,0.0,-8,64,0.76
3333,-20.0,0.0,16,256,0.78
3334,-24.0,4.0,16,256,0.78
3335,-24.0,4.0,6,36,0.79
3336,-20.0,0.0,2,4,0.82
3337,-24.0,4.0,6,36,0.88
3338,-20.0,0.0,-6,36,0.74
3339,-20.0,0.0,10,100,0.78
3340,-20.0,0.0,14,196,0.84
3341,-24.0,4.0,-6,36,0.74
3342,-24.0,4.0,14,196,0.8
3343,-20.0,0.0,12,144,0.77
3344,-20.0,0.0,18,324,0.73
3345,-20.0,0.0,18,324,0.76
3346,-20.0,0.0,-2,4,0.74
3347,-20.0,0.0,-2,4,0.74
3348,-20.0,0.0,8,64,0.79
3349,-20.0,0.0,2,4,0.81
3350,-20.0,0.0,-8,64,0.81
3351,-24.0,4.0,-2,4,0.71
3352,-20.0,0.0,6,36,0.7
3353,-24.0,4.0,-4,16,0.87
3354,-24.0,4.0,-4,16,0.84
3355,-24.0,4.0,-12,144,0.74
3356,-20.0,0.0,-16,256,0.8
3357,-24.0,4.0,26,676,0.81
3358,-28.0,8.0,30,900,0.94
3359,-20.0,0.0,26,676,0.74
3360,-24.0,4.0,6,36,0.8
3361,-24.0,4.0,-20,400,0.75
3362,-20.0,0.0,8,64,0.82
3363,-20.0,0.0,-4,16,0.78
3364,-24.0,4.0,6,36,0.75
3365,-24.0,4.0,6,36,0.68
3366,-24.0,4.0,-4,16,0.81
3367,-20.0,0.0,-4,16,0.62
3368,-20.0,0.0,2,4,0.69
3369,-20.0,0.0,14,196,0.82
3370,-20.0,0.0,2,4,0.7
3371,-20.0,0.0,2,4,0.72
3372,-20.0,0.0,-4,16,0.89
3373,-28.0,8.0,-12,144,0.8
3374,-20.0,0.0,22,484,0.77
3375,-20.0,0.0,-12,144,0.81
3376,-20.0,0.0,-10,100,0.71
3377,-24.0,4.0,2,4,0.62
3378,-20.0,0.0,-2,4,0.78
3379,-24.0,4.0,-2,4,0.92
3380,-24.0,4.0,0,0,0.81
3381,-20.0,0.0,16,256,0.72
3382,-24.0,4.0,-4,16,0.76
3383,-20.0,0.0,-10,100,0.75
3384,-28.0,8.0,-12,144,0.73
3385,-24.0,4.0,2,4,0.85
3386,-24.0,4.0,4,16,0.79
3387,-24.0,4.0,16,256,0.82
3388,-24.0,4.0,-2,4,0.81
3389,-20.0,0.0,-12,144,0.69
3390,-24.0,4.0,0,0,0.68
3391,-24.0,4.0,-6,36,0.65
3392,-20.0,0.0,2,4,0.8
3393,-36.0,16.0,16,256,0.71
3394,-20.0,0.0,0,0,0.8
3395,-28.0,8.0,20,400,0.7
3396,-28.0,8.0,6,36,0.77
3397,-20.0,0.0,14,196,0.88
3398,-20.0,0.0,0,0,0.75
3399,-24.0,4.0,4,16,0.88
3400,-20.0,0.0,-12,144,0.74
3401,-20.0,0.0,2,4,0.79
3402,-20.0,0.0,-8,64,0.69
3403,-20.0,0.0,-2,4,0.79
3404,-20.0,0.0,6,36,0.82
3405,-24.0,4.0,-24,576,0.83
3406,-24.0,4.0,-8,64,0.78
3407,-20.0,0.0,0,0,0.7
3408,-20.0,0.0,12,144,0.7
3409,-24.0,4.0,0,0,0.88
3410,-20.0,0.0,4,16,0.78
3411,-28.0,8.0,-22,484,0.75
3412,-20.0,0.0,2,4,0.86
3413,-24.0,4.0,6,36,0.78
3414,-24.0,4.0,2,4,0.74
3415,-24.0,4.0,-20,400,0.77
3416,-20.0,0.0,-14,196,0.87
3417,-20.0,0.0,-32,1024,0.79
3418,-20.0,0.0,-36,1296,0.78
3419,-20.0,0.0,-24,576,0.66
3420,-20.0,0.0,6,36,0.81
3421,-20.0,0.0,-18,324,0.74
3422,-24.0,4.0,22,484,0.84
3423,-32.0,12.0,18,324,0.82
3424,-24.0,4.0,8,64,0.73
3425,-32.0,12.0,-6,36,0.79
3426,-20.0,0.0,8,64,0.87
3427,-28.0,8.0,0,0,0.8
3428,-32.0,12.0,-2,4,0.89
3429,-24.0,4.0,4,16,0.75
3430,-24.0,4.0,-10,100,0.83
3431,-20.0,0.0,10,100,0.68
3432,-32.0,12.0,-6,36,0.8
3433,-24.0,4.0,2,4,0.78
3434,-20.0,0.0,0,0,0.71
3435,-20.0,0.0,4,16,0.76
3436,-24.0,4.0,-2,4,0.83
3437,-20.0,0.0,-20,400,0.79
3438,-20.0,0.0,-16,256,0.7
3439,-28.0,8.0,0,0,0.76
3440,-20.0,0.0,10,100,0.77
3441,-20.0,0.0,4,16,0.79
3442,-24.0,4.0,10,100,0.81
3443,-20.0,0.0,10,100,0.82
3444,-20.0,0.0,14,196,0.76
3445,-20.0,0.0,10,100,0.7
3446,-20.0,0.0,-2,4,0.74
3447,-20.0,0.0,-14,196,0.78
3448,-20.0,0.0,-6,36,0.78
3449,-24.0,4.0,8,64,0.69
3450,-24.0,4.0,14,196,0.81
3451,-20.0,0.0,-12,144,0.73
3452,-20.0,0.0,-6,36,0.81
3453,-20.0,0.0,-18,324,0.74
3454,-24.0,4.0,12,144,0.85
3455,-20.0,0.0,10,100,0.73
3456,-20.0,0.0,-8,64,0.77
3457,-20.0,0.0,-6,36,0.75
3458,-24.0,4.0,-2,4,0.76
3459,-24.0,4.0,6,36,0.82
3460,-20.0,0.0,-8,64,0.83
3461,-28.0,8.0,-6,36,0.81
3462,-20.0,0.0,-20,400,0.81
3463,-20.0,0.0,-18,324,0.77
3464,-20.0,0.0,10,100,0.78
3465,-20.0,0.0,6,36,0.78
3466,-24.0,4.0,0,0,0.79
3467,-24.0,4.0,-2,4,0.71
3468,-20.0,0.0,8,64,0.69
3469,-20.0,0.0,-6,36,0.65
3470,-24.0,4.0,16,256,0.79
3471,-20.0,0.0,2,4,0.79
3472,-32.0,12.0,-6,36,0.88
3473,-24.0,4.0,10,100,0.7
3474,-20.0,0.0,-20,400,0.75
3475,-20.0,0.0,-2,4,0.67
3476,-20.0,0.0,-4,16,0.79
3477,-24.0,4.0,10,100,0.85
3478,-28.0,8.0,-14,196,0.88
3479,-24.0,4.0,26,676,0.86
3480,-28.0,8.0,16,256,0.73
3481,-20.0,0.0,-10,100,0.75
3482,-20.0,0.0,-14,196,0.7
3483,-20.0,0.0,-8,64,0.67
3484,-20.0,0.0,12,144,0.8
3485,-24.0,4.0,-4,16,0.7
3486,-28.0,8.0,14,196,0.81
3487,-20.0,0.0,12,144,0.81
3488,-20.0,0.0,-8,64,0.78
3489,-20.0,0.0,-4,16,0.92
3490,-20.0,0.0,6,36,0.85
3491,-20.0,0.0,10,100,0.88
3492,-28.0,8.0,8,64,0.75
3493,-20.0,0.0,30,900,0.77
3494,-24.0,4.0,-2,4,0.82
3495,-28.0,8.0,10,100,0.8
3496,-24.0,4.0,12,144,0.81
3497,-28.0,8.0,-6,36,0.83
3498,-20.0,0.0,0,0,0.79
3499,-24.0,4.0,6,36,0.73
3500,-20.0,0.0,-20,400,0.73
