time_sweeps,E_per_spin,abs_m
220.3,-1.3866666666666667,0.74
220.35,-1.3777777777777778,0.7422222222222222
220.4,-1.3777777777777778,0.7377777777777778
220.45,-1.3688888888888888,0.7288888888888889
220.5,-1.3777777777777778,0.7333333333333333
220.55,-1.4177777777777778,0.7444444444444445
220.6,-1.431111111111111,0.7466666666666667
220.65,-1.44,0.7488888888888889
220.7,-1.44,0.7355555555555555
220.75,-1.448888888888889,0.7444444444444445
220.8,-1.448888888888889,0.74
220.85,-1.4266666666666667,0.7311111111111112
220.9,-1.431111111111111,0.7333333333333333
220.95,-1.4533333333333334,0.7422222222222222
221.0,-1.4444444444444444,0.7377777777777778
221.05,-1.4355555555555555,0.74
221.1,-1.4266666666666667,0.7377777777777778
221.15,-1.4088888888888889,0.7311111111111112
221.2,-1.44,0.7466666666666667
221.25,-1.448888888888889,0.7533333333333333
221.3,-1.4577777777777778,0.7555555555555555
221.35,-1.4622222222222223,0.7644444444444445
221.4,-1.4666666666666666,0.7644444444444445
221.45,-1.4666666666666666,0.7644444444444445
221.5,-1.4622222222222223,0.7555555555555555
221.55,-1.4666666666666666,0.7577777777777778
221.6,-1.4844444444444445,0.7666666666666667
221.65,-1.4666666666666666,0.7555555555555555
221.7,-1.4622222222222223,0.7577777777777778
221.75,-1.471111111111111,0.7644444444444445
221.8,-1.4666666666666666,0.7555555555555555
221.85,-1.4844444444444445,0.7577777777777778
221.9,-1.48,0.76
221.95,-1.4577777777777778,0.7511111111111111
222.0,-1.44,0.7511111111111111
222.05,-1.4044444444444444,0.7355555555555555
222.1,-1.4044444444444444,0.7377777777777778
222.15,-1.4044444444444444,0.7511111111111111
222.2,-1.3955555555555557,0.7466666666666667
222.25,-1.4044444444444444,0.7422222222222222
222.3,-1.4088888888888889,0.7444444444444445
222.35,-1.4133333333333333,0.7533333333333333
222.4,-1.4133333333333333,0.7555555555555555
222.45,-1.4222222222222223,0.7533333333333333
222.5,-1.4222222222222223,0.7488888888888889
222.55,-1.4444444444444444,0.7533333333333333
222.6,-1.448888888888889,0.7555555555555555
222.65,-1.4355555555555555,0.7533333333333333
222.7,-1.448888888888889,0.7555555555555555
222.75,-1.448888888888889,0.7622222222222222
222.8,-1.4444444444444444,0.7622222222222222
222.85,-1.44,0.7644444444444445
222.9,-1.4266666666666667,0.7577777777777778
222.95,-1.4177777777777778,0.76
223.0,-1.4222222222222223,0.7533333333333333
223.05,-1.4133333333333333,0.7488888888888889
223.1,-1.4177777777777778,0.7533333333333333
223.15,-1.431111111111111,0.7511111111111111
223.2,-1.4266666666666667,0.7377777777777778
223.25,-1.4355555555555555,0.74
223.3,-1.4222222222222223,0.7333333333333333
223.35,-1.4266666666666667,0.7377777777777778
223.4,-1.431111111111111,0.7377777777777778
223.45,-1.431111111111111,0.7422222222222222
223.5,-1.4222222222222223,0.7377777777777778
223.55,-1.44,0.7444444444444445
223.6,-1.4355555555555555,0.7377777777777778
223.65,-1.4533333333333334,0.7466666666666667
223.7,-1.471111111111111,0.76
223.75,-1.4844444444444445,0.76
223.8,-1.4933333333333334,0.7555555555555555
223.85,-1.4844444444444445,0.7488888888888889
223.9,-1.4755555555555555,0.7488888888888889
223.95,-1.471111111111111,0.7466666666666667
224.0,-1.4844444444444445,0.7488888888888889
224.05,-1.4844444444444445,0.7511111111111111
224.1,-1.488888888888889,0.7488888888888889
224.15,-1.5022222222222221,0.7511111111111111
224.2,-1.4933333333333334,0.7533333333333333
224.25,-1.4844444444444445,0.7533333333333333
224.3,-1.4755555555555555,0.7533333333333333
224.35,-1.4666666666666666,0.7488888888888889
224.4,-1.4666666666666666,0.7466666666666667
224.45,-1.4666666666666666,0.7488888888888889
224.5,-1.4755555555555555,0.7622222222222222
224.55,-1.471111111111111,0.7644444444444445
224.6,-1.4666666666666666,0.7622222222222222
224.65,-1.4622222222222223,0.7622222222222222
224.7,-1.448888888888889,0.7511111111111111
224.75,-1.4533333333333334,0.7555555555555555
